codigo_ccif;nivel;ejemplo;tipo;frase_original;;;;;;
06.2.1.09.01;Producto;pruebas de diagnóstico;incluido;pruebas de detección, pruebas de diagnóstico y exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles (por ejemplo, malaria, tuberculosis, cáncer de mama, cáncer de próstata, cáncer de cérvix, cáncer de colon, diabetes, VIH/SIDA y cualquier otra enfermedad transmisible o no) antes de que aparezcan los síntomas;;;;;;
06.2.1.09.01;Producto;exámenes médicos dirigidos a detectar enfermedades transmisibles;incluido;pruebas de detección, pruebas de diagnóstico y exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles (por ejemplo, malaria, tuberculosis, cáncer de mama, cáncer de próstata, cáncer de cérvix, cáncer de colon, diabetes, VIH/SIDA y cualquier otra enfermedad transmisible o no) antes de que aparezcan los síntomas;;;;;;
06.2.1.09.01;Producto;cualquier otro servicio médico proporcionado antes de que aparezcan los síntomas;incluido;cualquier otro servicio médico proporcionado antes de que aparezcan los síntomas;;;;;;
06.2.1.09.01;Producto;imagen necesarios para proporcionar servicios preventivos cobrados conjuntamente con el tiempo;incluido;los servicios de laboratorio e imagen necesarios para proporcionar servicios preventivos cobrados conjuntamente con el tiempo y las habilidades del personal (por ejemplo, una mamografía);;;;;;
06.2.2.00.00;Clase;servicios de dentistas;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;odontólogos;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;endodoncistas;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;cirujanos dentistas;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;cirujanos orales;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;maxilofaciales;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;patólogos orales;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;ortodoncistas;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;pedodoncistas;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;periodoncistas prostodoncistas;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;higienistas orales;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;auxiliares dentales;incluido;servicios de dentistas, odontólogos, endodoncistas, cirujanos dentistas;" higienistas orales y auxiliares dentales, que no requieren de hospitalización""";;;;;
06.2.2.00.00;Clase;servicios de dentistas por motivos estéticos;incluido;servicios de dentistas por motivos estéticos;;;;;;
06.1.0.00.00;Grupo;todos los productos de salud (farmacéuticos, médicos, de asistencia, terapéuticos) necesarios para brindar servicios dentales ambulatorios cobrados por separado de la tarifa de servicio del proveedor;excluido;todos los productos de salud (farmacéuticos, médicos, de asistencia, terapéuticos) necesarios para brindar servicios dentales ambulatorios cobrados por separado de la tarifa de servicio del proveedor (06.1.0.00.00);;;;;;
06.4.1.00.00;Clase;servicios de laboratorios de análisis médicos;excluido;servicios de laboratorios de análisis médicos y centros de imagen identificables por separado de los servicios dentales recibidos (06.4.1.00.00);;;;;;
06.4.1.00.00;Clase;centros de imagen identificables por separado de los servicios dentales recibidos;excluido;servicios de laboratorios de análisis médicos y centros de imagen identificables por separado de los servicios dentales recibidos (06.4.1.00.00);;;;;;
06.2.2.01.00;Subclase;chequeos dentales preventivos de rutina;incluido;chequeos dentales preventivos de rutina;;;;;;
06.2.2.01.01;Producto;chequeos dentales preventivos de rutina;incluido;chequeos dentales preventivos de rutina, tales como exámenes bucales regulares (cada seis meses, cada 12 meses, etc.), fluoración tópica, aplicación de sellantes;;;;;;
06.2.2.01.01;Producto;exámenes bucales regulares (cada seis meses, cada 12 meses, etc.);incluido;chequeos dentales preventivos de rutina, tales como exámenes bucales regulares (cada seis meses, cada 12 meses, etc.), fluoración tópica, aplicación de sellantes;;;;;;
06.2.2.01.01;Producto;fluoración tópica;incluido;chequeos dentales preventivos de rutina, tales como exámenes bucales regulares (cada seis meses, cada 12 meses, etc.), fluoración tópica, aplicación de sellantes;;;;;;
06.2.2.01.01;Producto;aplicación de sellantes;incluido;chequeos dentales preventivos de rutina, tales como exámenes bucales regulares (cada seis meses, cada 12 meses, etc.), fluoración tópica, aplicación de sellantes;;;;;;
06.2.2.09.00;Subclase;todos los demás servicios dentales que no requieren de hospitalización (excluyendo los servicios dentales preventivos);incluido;todos los demás servicios dentales que no requieren de hospitalización (excluyendo los servicios dentales preventivos);;;;;;
06.2.2.09.00;Subclase;todos los costos relacionados con prótesis dentales (completas o partes de ellas);incluido;todos los costos relacionados con prótesis dentales (completas o partes de ellas), incrustaciones, coronas, aparatos de ortodoncia, etc. (incluidos los costos de ajuste);;;;;;
06.2.2.09.00;Subclase;incrustaciones;incluido;todos los costos relacionados con prótesis dentales (completas o partes de ellas), incrustaciones, coronas, aparatos de ortodoncia, etc. (incluidos los costos de ajuste);;;;;;
06.2.2.09.00;Subclase;coronas;incluido;todos los costos relacionados con prótesis dentales (completas o partes de ellas), incrustaciones, coronas, aparatos de ortodoncia, etc. (incluidos los costos de ajuste);;;;;;
06.2.2.09.00;Subclase;aparatos de ortodoncia;incluido;todos los costos relacionados con prótesis dentales (completas o partes de ellas), incrustaciones, coronas, aparatos de ortodoncia, etc. (incluidos los costos de ajuste);;;;;;
06.2.2.09.00;Subclase;servicios de dentistas por motivos estéticos;incluido;servicios de dentistas por motivos estéticos;;;;;;
06.2.2.09.01;Producto;todos los demás servicios dentales que no requieren de hospitalización (excluyendo los servicios dentales preventivos);incluido;todos los demás servicios dentales que no requieren de hospitalización (excluyendo los servicios dentales preventivos);;;;;;
06.2.2.09.01;Producto;consultas con fines curativos;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;odontólogos;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;endodoncistas;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;cirujanos dentistas;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;cirujanos orales;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;maxilofaciales;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;patólogos orales;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;ortodoncistas;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;pedodoncistas;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;periodoncistas;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;prostodoncistas;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;higienistas orales;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;auxiliares dentales;incluido;consultas con fines curativos o de rehabilitación a dentistas, odontólogos, endodoncistas, cirujanos dentistas, cirujanos orales y maxilofaciales, patólogos orales, ortodoncistas, pedodoncistas, periodoncistas, prostodoncistas, higienistas orales y auxiliares dentales;;;;;;
06.2.2.09.01;Producto;procedimientos;incluido;procedimientos y tratamientos dentales con fines curativos o de rehabilitación como urgencias dentales, pulpotomía, obturación amalgama y silicato, obturación composite (empaste), radiografía retroalveolar y bite wing, obturación con vidrio ionómero, con inlay (cerámica sin metal), endodoncia (extracción del nervio) uni, bi o multirradicular, reparación corona, limpiezas dentales (destartraje y pulido de corona), corticotomía (permite la aceleración del movimiento ortodóncico), implante endodóntico intraóseo, implantes subperiósticos, inclusiones dentarias;;;;;;
